"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_200_trial_0_contcorrect_True - current_best_fitness__MAX"
"1497","","","","9.75","9.75","9.75","10.8046875","10.8046875","10.8046875","11.7421875","11.7421875","11.7421875","9.3515625","9.3515625","9.3515625"
"1498","","","","9.421875","9.421875","9.421875","10.671875","10.671875","10.671875","11.328125","11.328125","11.328125","9.6015625","9.6015625","9.6015625"
"1499","","","","9.3046875","9.3046875","9.3046875","10.875","10.875","10.875","11.6875","11.6875","11.6875","9.4609375","9.4609375","9.4609375"
"1500","","","","9.8125","9.8125","9.8125","10.8046875","10.8046875","10.8046875","11.734375","11.734375","11.734375","10.34375","10.34375","10.34375"
"1501","","","","9.8828125","9.8828125","9.8828125","10.4921875","10.4921875","10.4921875","11.4140625","11.4140625","11.4140625","9.8203125","9.8203125","9.8203125"
"1502","","","","10.65625","10.65625","10.65625","10.6953125","10.6953125","10.6953125","11.2421875","11.2421875","11.2421875","9.6640625","9.6640625","9.6640625"
"1503","","","","11.2109375","11.2109375","11.2109375","10.453125","10.453125","10.453125","11.53125","11.53125","11.53125","9.3984375","9.3984375","9.3984375"
"1504","","","","10.875","10.875","10.875","10.25","10.25","10.25","11.25","11.25","11.25","9.59375","9.59375","9.59375"
"1505","","","","11.0546875","11.0546875","11.0546875","10.5546875","10.5546875","10.5546875","11.3203125","11.3203125","11.3203125","9.4609375","9.4609375","9.4609375"
"1506","","","","11.4609375","11.4609375","11.4609375","11.0390625","11.0390625","11.0390625","11.3515625","11.3515625","11.3515625","9.453125","9.453125","9.453125"
"1507","","","","11.0234375","11.0234375","11.0234375","10.796875","10.796875","10.796875","11.2890625","11.2890625","11.2890625","9.3359375","9.3359375","9.3359375"
"1508","","","","11.34375","11.34375","11.34375","10.7578125","10.7578125","10.7578125","11.6015625","11.6015625","11.6015625","9.265625","9.265625","9.265625"
"1509","","","","9.8515625","9.8515625","9.8515625","10.703125","10.703125","10.703125","11.609375","11.609375","11.609375","9.40625","9.40625","9.40625"
"1510","","","","10.9609375","10.9609375","10.9609375","10.6953125","10.6953125","10.6953125","11.34375","11.34375","11.34375","9.1875","9.1875","9.1875"
"1511","","","","10.9296875","10.9296875","10.9296875","10.6015625","10.6015625","10.6015625","11.3125","11.3125","11.3125","9.3046875","9.3046875","9.3046875"
"1512","","","","10.9453125","10.9453125","10.9453125","10.3125","10.3125","10.3125","11.40625","11.40625","11.40625","9.3359375","9.3359375","9.3359375"
"1513","","","","10.4375","10.4375","10.4375","10.453125","10.453125","10.453125","11.46875","11.46875","11.46875","9.4140625","9.4140625","9.4140625"
"1514","","","","10.4921875","10.4921875","10.4921875","10.1484375","10.1484375","10.1484375","11.546875","11.546875","11.546875","9.3828125","9.3828125","9.3828125"
"1515","","","","9.4609375","9.4609375","9.4609375","10.28125","10.28125","10.28125","11.5625","11.5625","11.5625","9.4453125","9.4453125","9.4453125"
"1516","","","","9.265625","9.265625","9.265625","10.3984375","10.3984375","10.3984375","11.9375","11.9375","11.9375","9.3515625","9.3515625","9.3515625"
"1517","","","","10.5390625","10.5390625","10.5390625","10.5546875","10.5546875","10.5546875","12.203125","12.203125","12.203125","9.9453125","9.9453125","9.9453125"
"1518","","","","11.4453125","11.4453125","11.4453125","10.453125","10.453125","10.453125","12.71875","12.71875","12.71875","9.5625","9.5625","9.5625"
"1519","","","","9.5546875","9.5546875","9.5546875","10.15625","10.15625","10.15625","11.203125","11.203125","11.203125","11.1796875","11.1796875","11.1796875"
"1520","","","","9.421875","9.421875","9.421875","10.484375","10.484375","10.484375","11.5078125","11.5078125","11.5078125","11.4921875","11.4921875","11.4921875"
"1521","","","","9.4140625","9.4140625","9.4140625","10.203125","10.203125","10.203125","11.4921875","11.4921875","11.4921875","10.3671875","10.3671875","10.3671875"
"1522","","","","9.265625","9.265625","9.265625","9.9296875","9.9296875","9.9296875","12.5390625","12.5390625","12.5390625","10.9140625","10.9140625","10.9140625"
"1523","","","","9.234375","9.234375","9.234375","10.1484375","10.1484375","10.1484375","11.78125","11.78125","11.78125","9.7265625","9.7265625","9.7265625"
"1524","","","","9.3203125","9.3203125","9.3203125","10.3046875","10.3046875","10.3046875","11.3125","11.3125","11.3125","10.0859375","10.0859375","10.0859375"
"1525","","","","10.359375","10.359375","10.359375","10.328125","10.328125","10.328125","12.3125","12.3125","12.3125","10.3125","10.3125","10.3125"
"1526","","","","10.3671875","10.3671875","10.3671875","10.796875","10.796875","10.796875","13.4296875","13.4296875","13.4296875","9.640625","9.640625","9.640625"
"1527","","","","9.875","9.875","9.875","10.3046875","10.3046875","10.3046875","11.796875","11.796875","11.796875","9.84375","9.84375","9.84375"
"1528","","","","10.7578125","10.7578125","10.7578125","10.484375","10.484375","10.484375","11.65625","11.65625","11.65625","10.359375","10.359375","10.359375"
"1529","","","","10.1171875","10.1171875","10.1171875","10.6640625","10.6640625","10.6640625","13.4375","13.4375","13.4375","10.609375","10.609375","10.609375"
"1530","","","","10.015625","10.015625","10.015625","10.90625","10.90625","10.90625","12.828125","12.828125","12.828125","10.5546875","10.5546875","10.5546875"
"1531","","","","11.4296875","11.4296875","11.4296875","10.7734375","10.7734375","10.7734375","11.75","11.75","11.75","9.8828125","9.8828125","9.8828125"
"1532","","","","11.5625","11.5625","11.5625","10.6875","10.6875","10.6875","11.6875","11.6875","11.6875","9.5859375","9.5859375","9.5859375"
"1533","","","","11.3671875","11.3671875","11.3671875","10.859375","10.859375","10.859375","11.359375","11.359375","11.359375","9.3984375","9.3984375","9.3984375"
"1534","","","","11.171875","11.171875","11.171875","10.7578125","10.7578125","10.7578125","11.390625","11.390625","11.390625","9.4140625","9.4140625","9.4140625"
"1535","","","","11.4375","11.4375","11.4375","10.6953125","10.6953125","10.6953125","11.5078125","11.5078125","11.5078125","9.6484375","9.6484375","9.6484375"
"1536","","","","11.5078125","11.5078125","11.5078125","10.5234375","10.5234375","10.5234375","11.1328125","11.1328125","11.1328125","9.6484375","9.6484375","9.6484375"
"1537","","","","11.609375","11.609375","11.609375","10.5390625","10.5390625","10.5390625","12.5546875","12.5546875","12.5546875","9.515625","9.515625","9.515625"
"1538","","","","11.1953125","11.1953125","11.1953125","10.28125","10.28125","10.28125","11.28125","11.28125","11.28125","9.5703125","9.5703125","9.5703125"
"1539","","","","11.4453125","11.4453125","11.4453125","10.109375","10.109375","10.109375","11.734375","11.734375","11.734375","9.5078125","9.5078125","9.5078125"
"1540","","","","11.625","11.625","11.625","10.125","10.125","10.125","11.0078125","11.0078125","11.0078125","9.6640625","9.6640625","9.6640625"
"1541","","","","11.5","11.5","11.5","10.3515625","10.3515625","10.3515625","11.03125","11.03125","11.03125","9.7421875","9.7421875","9.7421875"
"1542","","","","11.4921875","11.4921875","11.4921875","10.421875","10.421875","10.421875","11.09375","11.09375","11.09375","9.6328125","9.6328125","9.6328125"
"1543","","","","11.609375","11.609375","11.609375","10.4921875","10.4921875","10.4921875","11.1328125","11.1328125","11.1328125","9.7109375","9.7109375","9.7109375"
"1544","","","","11.671875","11.671875","11.671875","10.328125","10.328125","10.328125","10.875","10.875","10.875","9.5546875","9.5546875","9.5546875"
"1545","","","","11.578125","11.578125","11.578125","10.0078125","10.0078125","10.0078125","11.1796875","11.1796875","11.1796875","10.6640625","10.6640625","10.6640625"
"1546","","","","11.5078125","11.5078125","11.5078125","10.484375","10.484375","10.484375","10.9453125","10.9453125","10.9453125","11.4609375","11.4609375","11.4609375"
"1547","","","","11.53125","11.53125","11.53125","10.0703125","10.0703125","10.0703125","11.2265625","11.2265625","11.2265625","11.09375","11.09375","11.09375"
"1548","","","","11.484375","11.484375","11.484375","9.78125","9.78125","9.78125","11.0078125","11.0078125","11.0078125","11.0234375","11.0234375","11.0234375"
"1549","","","","11.46875","11.46875","11.46875","10.1171875","10.1171875","10.1171875","12.609375","12.609375","12.609375","10.4921875","10.4921875","10.4921875"
"1550","","","","11.4609375","11.4609375","11.4609375","9.8125","9.8125","9.8125","12.3046875","12.3046875","12.3046875","9.1953125","9.1953125","9.1953125"
"1551","","","","11.5546875","11.5546875","11.5546875","9.984375","9.984375","9.984375","11.5390625","11.5390625","11.5390625","10.1015625","10.1015625","10.1015625"
"1552","","","","11.484375","11.484375","11.484375","10.015625","10.015625","10.015625","10.8671875","10.8671875","10.8671875","10.09375","10.09375","10.09375"
"1553","","","","11.3515625","11.3515625","11.3515625","9.9296875","9.9296875","9.9296875","12.1015625","12.1015625","12.1015625","9.78125","9.78125","9.78125"
"1554","","","","10.703125","10.703125","10.703125","10.1640625","10.1640625","10.1640625","10.90625","10.90625","10.90625","10.5859375","10.5859375","10.5859375"
"1555","","","","11.4453125","11.4453125","11.4453125","9.7734375","9.7734375","9.7734375","12","12","12","9.8359375","9.8359375","9.8359375"
"1556","","","","11.03125","11.03125","11.03125","10.3046875","10.3046875","10.3046875","10.6171875","10.6171875","10.6171875","10.4921875","10.4921875","10.4921875"
"1557","","","","11.1640625","11.1640625","11.1640625","10.2578125","10.2578125","10.2578125","11.296875","11.296875","11.296875","9.5625","9.5625","9.5625"
"1558","","","","10.6171875","10.6171875","10.6171875","11.6015625","11.6015625","11.6015625","10.890625","10.890625","10.890625","9.5546875","9.5546875","9.5546875"
"1559","","","","10.1328125","10.1328125","10.1328125","11.3828125","11.3828125","11.3828125","11.375","11.375","11.375","10.203125","10.203125","10.203125"
"1560","","","","11.0859375","11.0859375","11.0859375","10.4921875","10.4921875","10.4921875","11.1015625","11.1015625","11.1015625","10.6328125","10.6328125","10.6328125"
"1561","","","","11.671875","11.671875","11.671875","12.0703125","12.0703125","12.0703125","11.53125","11.53125","11.53125","10.4296875","10.4296875","10.4296875"
"1562","","","","11.671875","11.671875","11.671875","11.765625","11.765625","11.765625","11.4296875","11.4296875","11.4296875","10.640625","10.640625","10.640625"
"1563","","","","11.875","11.875","11.875","12.1796875","12.1796875","12.1796875","10.671875","10.671875","10.671875","10.78125","10.78125","10.78125"
"1564","","","","10.5625","10.5625","10.5625","11.4765625","11.4765625","11.4765625","11.1875","11.1875","11.1875","10.4609375","10.4609375","10.4609375"
"1565","","","","11.5859375","11.5859375","11.5859375","13.03125","13.03125","13.03125","11.5078125","11.5078125","11.5078125","10.4765625","10.4765625","10.4765625"
"1566","","","","11.5234375","11.5234375","11.5234375","14.2734375","14.2734375","14.2734375","12.1015625","12.1015625","12.1015625","10.7734375","10.7734375","10.7734375"
"1567","","","","11.546875","11.546875","11.546875","12.78125","12.78125","12.78125","11.1484375","11.1484375","11.1484375","10.796875","10.796875","10.796875"
"1568","","","","11.5703125","11.5703125","11.5703125","12.5234375","12.5234375","12.5234375","10.6328125","10.6328125","10.6328125","10.4375","10.4375","10.4375"
"1569","","","","11.515625","11.515625","11.515625","14.7890625","14.7890625","14.7890625","11.1171875","11.1171875","11.1171875","10.5","10.5","10.5"
"1570","","","","11.421875","11.421875","11.421875","15.0859375","15.0859375","15.0859375","11.3671875","11.3671875","11.3671875","10.2890625","10.2890625","10.2890625"
"1571","","","","11.5625","11.5625","11.5625","13.984375","13.984375","13.984375","11.7421875","11.7421875","11.7421875","10.0625","10.0625","10.0625"
"1572","","","","11.453125","11.453125","11.453125","13.8515625","13.8515625","13.8515625","11.5625","11.5625","11.5625","9.7890625","9.7890625","9.7890625"
"1573","","","","11.5","11.5","11.5","14.296875","14.296875","14.296875","10.84375","10.84375","10.84375","9.8359375","9.8359375","9.8359375"
"1574","","","","11.4296875","11.4296875","11.4296875","11.9921875","11.9921875","11.9921875","11.2578125","11.2578125","11.2578125","9.640625","9.640625","9.640625"
"1575","","","","11.4140625","11.4140625","11.4140625","12.1484375","12.1484375","12.1484375","10.59375","10.59375","10.59375","9.84375","9.84375","9.84375"
"1576","","","","11.59375","11.59375","11.59375","14.90625","14.90625","14.90625","10.515625","10.515625","10.515625","9.6328125","9.6328125","9.6328125"
"1577","","","","11.53125","11.53125","11.53125","14.2578125","14.2578125","14.2578125","11.4609375","11.4609375","11.4609375","9.5234375","9.5234375","9.5234375"
"1578","","","","11.5625","11.5625","11.5625","13.21875","13.21875","13.21875","11.4140625","11.4140625","11.4140625","9.7109375","9.7109375","9.7109375"
"1579","","","","11.4375","11.4375","11.4375","13.8828125","13.8828125","13.8828125","11.2109375","11.2109375","11.2109375","9.6328125","9.6328125","9.6328125"
"1580","","","","11.5546875","11.5546875","11.5546875","11.7421875","11.7421875","11.7421875","11.1640625","11.1640625","11.1640625","9.7734375","9.7734375","9.7734375"
"1581","","","","11.4921875","11.4921875","11.4921875","11.7890625","11.7890625","11.7890625","11.59375","11.59375","11.59375","9.4296875","9.4296875","9.4296875"
"1582","","","","11.5625","11.5625","11.5625","11.8671875","11.8671875","11.8671875","11.109375","11.109375","11.109375","9.4140625","9.4140625","9.4140625"
"1583","","","","11.0703125","11.0703125","11.0703125","11.7578125","11.7578125","11.7578125","10.9453125","10.9453125","10.9453125","9.25","9.25","9.25"
"1584","","","","10.1171875","10.1171875","10.1171875","11.8125","11.8125","11.8125","10.65625","10.65625","10.65625","9.40625","9.40625","9.40625"
"1585","","","","10.921875","10.921875","10.921875","12.0078125","12.0078125","12.0078125","11.3359375","11.3359375","11.3359375","9.3125","9.3125","9.3125"
"1586","","","","9.4296875","9.4296875","9.4296875","11.4921875","11.4921875","11.4921875","11.296875","11.296875","11.296875","9.265625","9.265625","9.265625"
"1587","","","","9.6171875","9.6171875","9.6171875","10.90625","10.90625","10.90625","10.6171875","10.6171875","10.6171875","9.4296875","9.4296875","9.4296875"
"1588","","","","9.84375","9.84375","9.84375","10.71875","10.71875","10.71875","10.59375","10.59375","10.59375","9.265625","9.265625","9.265625"
"1589","","","","9.3125","9.3125","9.3125","11.0703125","11.0703125","11.0703125","11.3359375","11.3359375","11.3359375","9.296875","9.296875","9.296875"
"1590","","","","10.0234375","10.0234375","10.0234375","12.3203125","12.3203125","12.3203125","10.3125","10.3125","10.3125","9.3046875","9.3046875","9.3046875"
"1591","","","","10.046875","10.046875","10.046875","11.828125","11.828125","11.828125","10.6484375","10.6484375","10.6484375","9.6640625","9.6640625","9.6640625"
"1592","","","","11.1484375","11.1484375","11.1484375","11.0859375","11.0859375","11.0859375","10.6953125","10.6953125","10.6953125","10.109375","10.109375","10.109375"
"1593","","","","11.1875","11.1875","11.1875","12.6171875","12.6171875","12.6171875","10.6015625","10.6015625","10.6015625","9.78125","9.78125","9.78125"
"1594","","","","11.3203125","11.3203125","11.3203125","12.4765625","12.4765625","12.4765625","10.6328125","10.6328125","10.6328125","9.7421875","9.7421875","9.7421875"
"1595","","","","10.75","10.75","10.75","12.7890625","12.7890625","12.7890625","10.3671875","10.3671875","10.3671875","9.3671875","9.3671875","9.3671875"
"1596","","","","9.953125","9.953125","9.953125","11.203125","11.203125","11.203125","10.3671875","10.3671875","10.3671875","9.4921875","9.4921875","9.4921875"
"1597","","","","9.8125","9.8125","9.8125","10.265625","10.265625","10.265625","10.1875","10.1875","10.1875","9.640625","9.640625","9.640625"
"1598","","","","9.984375","9.984375","9.984375","10.203125","10.203125","10.203125","10.34375","10.34375","10.34375","9.5","9.5","9.5"
"1599","","","","9.3671875","9.3671875","9.3671875","10.578125","10.578125","10.578125","9.96875","9.96875","9.96875","9.921875","9.921875","9.921875"
"1600","","","","9.3671875","9.3671875","9.3671875","11.1484375","11.1484375","11.1484375","10.03125","10.03125","10.03125","9.5703125","9.5703125","9.5703125"
"1601","","","","11.4765625","11.4765625","11.4765625","11.03125","11.03125","11.03125","10.0625","10.0625","10.0625","68.890625","68.890625","68.890625"
"1602","","","","11.5703125","11.5703125","11.5703125","11.609375","11.609375","11.609375","10.2109375","10.2109375","10.2109375","126.078125","126.078125","126.078125"
"1603","","","","9.640625","9.640625","9.640625","11.09375","11.09375","11.09375","10.28125","10.28125","10.28125","171.7890625","171.7890625","171.7890625"
"1604","","","","10.6015625","10.6015625","10.6015625","11.1171875","11.1171875","11.1171875","10.46875","10.46875","10.46875","193.859375","193.859375","193.859375"
"1605","","","","10.921875","10.921875","10.921875","10.953125","10.953125","10.953125","11.34375","11.34375","11.34375","172.46875","172.46875","172.46875"
"1606","","","","9.8984375","9.8984375","9.8984375","10.4765625","10.4765625","10.4765625","11.875","11.875","11.875","200","200","200"
"1607","","","","11.4609375","11.4609375","11.4609375","10.4140625","10.4140625","10.4140625","12.6640625","12.6640625","12.6640625","200","200","200"
"1608","","","","11.6171875","11.6171875","11.6171875","10.3515625","10.3515625","10.3515625","12.546875","12.546875","12.546875","176.1328125","176.1328125","176.1328125"
"1609","","","","11.2109375","11.2109375","11.2109375","10.484375","10.484375","10.484375","12.296875","12.296875","12.296875","125.8046875","125.8046875","125.8046875"
"1610","","","","11.453125","11.453125","11.453125","10.96875","10.96875","10.96875","11.7265625","11.7265625","11.7265625","71.3359375","71.3359375","71.3359375"
"1611","","","","11.5546875","11.5546875","11.5546875","10.96875","10.96875","10.96875","12.8046875","12.8046875","12.8046875","84.046875","84.046875","84.046875"
"1612","","","","11.5390625","11.5390625","11.5390625","11.0859375","11.0859375","11.0859375","12.7578125","12.7578125","12.7578125","151.578125","151.578125","151.578125"
"1613","","","","11.59375","11.59375","11.59375","11.109375","11.109375","11.109375","12.7578125","12.7578125","12.7578125","188.28125","188.28125","188.28125"
"1614","","","","11.5","11.5","11.5","10.71875","10.71875","10.71875","13.0078125","13.0078125","13.0078125","200","200","200"
"1615","","","","11.015625","11.015625","11.015625","10.765625","10.765625","10.765625","13.8359375","13.8359375","13.8359375","78.1953125","78.1953125","78.1953125"
"1616","","","","10.4375","10.4375","10.4375","10.625","10.625","10.625","12.375","12.375","12.375","19.5234375","19.5234375","19.5234375"
"1617","","","","9.4453125","9.4453125","9.4453125","10.1953125","10.1953125","10.1953125","13.734375","13.734375","13.734375","18.328125","18.328125","18.328125"
"1618","","","","9.4375","9.4375","9.4375","10.6484375","10.6484375","10.6484375","13.9375","13.9375","13.9375","14.34375","14.34375","14.34375"
"1619","","","","10.0390625","10.0390625","10.0390625","10.671875","10.671875","10.671875","11.953125","11.953125","11.953125","16.75","16.75","16.75"
"1620","","","","9.8125","9.8125","9.8125","10.7578125","10.7578125","10.7578125","11.7421875","11.7421875","11.7421875","13.875","13.875","13.875"
"1621","","","","9.4921875","9.4921875","9.4921875","11.2421875","11.2421875","11.2421875","11.953125","11.953125","11.953125","14.6484375","14.6484375","14.6484375"
"1622","","","","9.4765625","9.4765625","9.4765625","13.8515625","13.8515625","13.8515625","13.6875","13.6875","13.6875","21.6484375","21.6484375","21.6484375"
"1623","","","","9.4296875","9.4296875","9.4296875","14.859375","14.859375","14.859375","13.046875","13.046875","13.046875","20.1171875","20.1171875","20.1171875"
"1624","","","","9.3984375","9.3984375","9.3984375","14.6328125","14.6328125","14.6328125","14.2109375","14.2109375","14.2109375","13.6328125","13.6328125","13.6328125"
"1625","","","","9.2734375","9.2734375","9.2734375","13.46875","13.46875","13.46875","13.7890625","13.7890625","13.7890625","16.4296875","16.4296875","16.4296875"
"1626","","","","9.328125","9.328125","9.328125","12.4609375","12.4609375","12.4609375","12.9609375","12.9609375","12.9609375","43.1796875","43.1796875","43.1796875"
"1627","","","","9.265625","9.265625","9.265625","11.703125","11.703125","11.703125","13.3125","13.3125","13.3125","200","200","200"
"1628","","","","9.84375","9.84375","9.84375","11.828125","11.828125","11.828125","12.0859375","12.0859375","12.0859375","18.140625","18.140625","18.140625"
"1629","","","","11.1953125","11.1953125","11.1953125","11.4453125","11.4453125","11.4453125","14.078125","14.078125","14.078125","171.3515625","171.3515625","171.3515625"
"1630","","","","9.765625","9.765625","9.765625","11.4921875","11.4921875","11.4921875","13.328125","13.328125","13.328125","196.78125","196.78125","196.78125"
"1631","","","","11.109375","11.109375","11.109375","11.1015625","11.1015625","11.1015625","12.6640625","12.6640625","12.6640625","200","200","200"
"1632","","","","10.5546875","10.5546875","10.5546875","11.3203125","11.3203125","11.3203125","11.9765625","11.9765625","11.9765625","173.2109375","173.2109375","173.2109375"
"1633","","","","11.15625","11.15625","11.15625","11.03125","11.03125","11.03125","12.7578125","12.7578125","12.7578125","146.8046875","146.8046875","146.8046875"
"1634","","","","11.3984375","11.3984375","11.3984375","11.734375","11.734375","11.734375","12.859375","12.859375","12.859375","196.5859375","196.5859375","196.5859375"
"1635","","","","10.15625","10.15625","10.15625","12.4609375","12.4609375","12.4609375","13.3984375","13.3984375","13.3984375","144.5625","144.5625","144.5625"
"1636","","","","9.6015625","9.6015625","9.6015625","13.640625","13.640625","13.640625","11","11","11","135.8203125","135.8203125","135.8203125"
"1637","","","","9.6328125","9.6328125","9.6328125","13.65625","13.65625","13.65625","10.3828125","10.3828125","10.3828125","88.3984375","88.3984375","88.3984375"
"1638","","","","9.6640625","9.6640625","9.6640625","13.4921875","13.4921875","13.4921875","10.3984375","10.3984375","10.3984375","132.4609375","132.4609375","132.4609375"
"1639","","","","9.3046875","9.3046875","9.3046875","12.8828125","12.8828125","12.8828125","10.6015625","10.6015625","10.6015625","71.3984375","71.3984375","71.3984375"
"1640","","","","9.375","9.375","9.375","13.2890625","13.2890625","13.2890625","10.9296875","10.9296875","10.9296875","13.015625","13.015625","13.015625"
"1641","","","","9.4453125","9.4453125","9.4453125","13.3125","13.3125","13.3125","11.703125","11.703125","11.703125","10.3984375","10.3984375","10.3984375"
"1642","","","","10.171875","10.171875","10.171875","13.59375","13.59375","13.59375","11.0859375","11.0859375","11.0859375","10.1484375","10.1484375","10.1484375"
"1643","","","","11.03125","11.03125","11.03125","12.109375","12.109375","12.109375","10.5","10.5","10.5","9.7265625","9.7265625","9.7265625"
"1644","","","","9.5625","9.5625","9.5625","11.7734375","11.7734375","11.7734375","10.2421875","10.2421875","10.2421875","9.7890625","9.7890625","9.7890625"
"1645","","","","9.734375","9.734375","9.734375","12.4453125","12.4453125","12.4453125","11.984375","11.984375","11.984375","9.8515625","9.8515625","9.8515625"
"1646","","","","10.640625","10.640625","10.640625","12.265625","12.265625","12.265625","10.1953125","10.1953125","10.1953125","9.9296875","9.9296875","9.9296875"
"1647","","","","10.75","10.75","10.75","11.9921875","11.9921875","11.9921875","10.921875","10.921875","10.921875","10.078125","10.078125","10.078125"
"1648","","","","10.4296875","10.4296875","10.4296875","12.0234375","12.0234375","12.0234375","10.59375","10.59375","10.59375","10.078125","10.078125","10.078125"
"1649","","","","9.7421875","9.7421875","9.7421875","12.5859375","12.5859375","12.5859375","12.5859375","12.5859375","12.5859375","10.2578125","10.2578125","10.2578125"
"1650","","","","9.5390625","9.5390625","9.5390625","12.1796875","12.1796875","12.1796875","13.578125","13.578125","13.578125","11.53125","11.53125","11.53125"
"1651","","","","9.4453125","9.4453125","9.4453125","11.9453125","11.9453125","11.9453125","11.484375","11.484375","11.484375","12.3359375","12.3359375","12.3359375"
"1652","","","","9.65625","9.65625","9.65625","10.765625","10.765625","10.765625","11.4140625","11.4140625","11.4140625","9.6875","9.6875","9.6875"
"1653","","","","10.3671875","10.3671875","10.3671875","9.859375","9.859375","9.859375","10.53125","10.53125","10.53125","10.2578125","10.2578125","10.2578125"
"1654","","","","9.7578125","9.7578125","9.7578125","9.53125","9.53125","9.53125","10.9375","10.9375","10.9375","14.9296875","14.9296875","14.9296875"
"1655","","","","10.0859375","10.0859375","10.0859375","9.34375","9.34375","9.34375","11.203125","11.203125","11.203125","9.9921875","9.9921875","9.9921875"
"1656","","","","9.5625","9.5625","9.5625","9.328125","9.328125","9.328125","11.0078125","11.0078125","11.0078125","9.6953125","9.6953125","9.6953125"
"1657","","","","10.453125","10.453125","10.453125","9.4453125","9.4453125","9.4453125","10.9765625","10.9765625","10.9765625","34.6328125","34.6328125","34.6328125"
"1658","","","","11","11","11","9.4296875","9.4296875","9.4296875","11.96875","11.96875","11.96875","19.296875","19.296875","19.296875"
"1659","","","","9.5859375","9.5859375","9.5859375","9.375","9.375","9.375","12.078125","12.078125","12.078125","51.78125","51.78125","51.78125"
"1660","","","","10.609375","10.609375","10.609375","9.3671875","9.3671875","9.3671875","9.6640625","9.6640625","9.6640625","22.0703125","22.0703125","22.0703125"
"1661","","","","9.9140625","9.9140625","9.9140625","9.34375","9.34375","9.34375","9.296875","9.296875","9.296875","10.9609375","10.9609375","10.9609375"
"1662","","","","9.59375","9.59375","9.59375","9.3125","9.3125","9.3125","9.3359375","9.3359375","9.3359375","11.125","11.125","11.125"
"1663","","","","9.4375","9.4375","9.4375","9.3515625","9.3515625","9.3515625","9.3828125","9.3828125","9.3828125","18.796875","18.796875","18.796875"
"1664","","","","9.265625","9.265625","9.265625","9.2890625","9.2890625","9.2890625","9.3125","9.3125","9.3125","16.2421875","16.2421875","16.2421875"
"1665","","","","9.375","9.375","9.375","9.28125","9.28125","9.28125","9.4375","9.4375","9.4375","21.3046875","21.3046875","21.3046875"
"1666","","","","9.3046875","9.3046875","9.3046875","9.4140625","9.4140625","9.4140625","9.3203125","9.3203125","9.3203125","13.7734375","13.7734375","13.7734375"
"1667","","","","9.3203125","9.3203125","9.3203125","9.734375","9.734375","9.734375","9.3828125","9.3828125","9.3828125","36.0078125","36.0078125","36.0078125"
"1668","","","","9.3828125","9.3828125","9.3828125","10.15625","10.15625","10.15625","9.3203125","9.3203125","9.3203125","79.6015625","79.6015625","79.6015625"
"1669","","","","9.28125","9.28125","9.28125","10.3984375","10.3984375","10.3984375","9.3984375","9.3984375","9.3984375","11.3046875","11.3046875","11.3046875"
"1670","","","","9.2265625","9.2265625","9.2265625","10.96875","10.96875","10.96875","9.3203125","9.3203125","9.3203125","9.75","9.75","9.75"
"1671","","","","9.2890625","9.2890625","9.2890625","11.015625","11.015625","11.015625","9.3203125","9.3203125","9.3203125","10.8671875","10.8671875","10.8671875"
"1672","","","","9.375","9.375","9.375","11.5","11.5","11.5","9.2890625","9.2890625","9.2890625","10.9375","10.9375","10.9375"
"1673","","","","9.3984375","9.3984375","9.3984375","11","11","11","9.421875","9.421875","9.421875","34.0625","34.0625","34.0625"
